"name","screen_name","text","polarity","subjectivity","label"
"k.chari","kchari2","@IndianExpress Karnataka is dead against for Demonetization problems,Banks successfully worked against Modi.Cong &amp;J… https://t.co/aecybD9UD2","0.28","0.68","POSITIVE"
"India Legal","indialegalmedia","#Demonetization matter: Counsel seeks time to file more documents to the satisfaction of the court","0.50","0.50","POSITIVE"
"India Legal","indialegalmedia","#Demonetization matter: The petitioner had alleged that she had found demonetized currencies in her locker","-0.10","0.10","NEGATIVE"
"India Legal","indialegalmedia","#Demonetization matter: #SupremeCourt expresses dissatisfaction with the source of the cash.","0.00","0.00","NEGATIVE"
"Hemant Mathur","HemantRitu7","RT @ShashiTharoor: My question in parliament on the impact of #demonetization on fishermen in Kerala and along India's coast https://t.co/E…","0.00","0.00","NEGATIVE"
"Mitesh  Amin","mituamin","The latest The Demonetization Daily! https://t.co/grYM1MCBFw Thanks to @JPAL_LAC #aliens","0.23","0.37","POSITIVE"
"Ishan Gupta","desiEngnr","RT @attomeybharti: Headline blames demonetization, report says lack of supply due to staff shortage and year-end closing. 🤷🏻‍♂️ https://t.c…","-0.13","0.38","NEGATIVE"
"Nick","TheKnightNick","I liked a @YouTube video https://t.co/9OQavmsBbg YouTube demonetization &amp; Patreon VLOG Update 1","0.60","0.80","POSITIVE"
"Zoher Malkapurwala","ZoherMalkapurw2","RT @ShashiTharoor: My question in parliament on the impact of #demonetization on fishermen in Kerala and along India's coast https://t.co/E…","0.00","0.00","NEGATIVE"
"Ra's Al Ghulla","arallan78","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"India Legal","indialegalmedia","#Demonetization matter

Counsel -  i am ready to give 50 % tax.

SC- We find no merits in petition","0.20","0.50","POSITIVE"
"iaintnosaint","vinayakjeergal","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"India Legal","indialegalmedia","#Demonetization matter

SC- Yu have demonstrated that u have gone to the bank. You are talking about 31 lacs of rupees.Were u not serious","0.17","0.67","POSITIVE"
"Awara ‏🤔‏","aawara_aatma","RT @ShashiTharoor: My question in parliament on the impact of #demonetization on fishermen in Kerala and along India's coast https://t.co/E…","0.00","0.00","NEGATIVE"
"Surya Rawlani","SuryaRawlani","Demonetization Has Shaken Up the 20 Trillion Human Trafficking Industry. https://t.co/tIY5sjYDSE via @humanitarianthe","0.00","0.10","NEGATIVE"
"Anwesh Bose","anweshbose","If congress wins they will say karnataka EVMs are fine, mandate against demonetization &amp; if they lose then EVMs are… https://t.co/ZCIbCld9Up","0.36","0.35","POSITIVE"
"Rajat Kumar Agarwal","rka027","@menakadoshi @sumant_sinha Ppl ready to do big business in losses, as its a good place to park black money, mkt. ra… https://t.co/WeY0tkqjRQ","0.18","0.41","POSITIVE"
"guitarplayer23🎄","guitarplayer232","RT @amazingatheist: It's looking like this demonetization crisis might be coming to an end. *fingers crossed*","0.00","0.00","NEGATIVE"
"TonTon","aries134","@TandonRaveena @narendramodi @SushmaSwaraj @rajnathsingh Mr. MODI will be as efficient as his demonetization...😅","0.00","0.00","NEGATIVE"
"Karthik Srinivasan","techynotions","Lot of new adopters of digital payments have returned to cash | https://t.co/BZpxsY9nDG. | As expected by me: https://t.co/vVxGpcM8wc","0.01","0.28","POSITIVE"
"ravi shankar pandey","ptravishankar","@narendramodi Sir You are going well and i think after demonetization no one will dare to do some thing which is wr… https://t.co/IeYmACmhou","0.00","0.00","NEGATIVE"
"amarshah","amarnshah","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Vivek Tyagi","VTinDelhi","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"AdiiTheManav","itsmeAdii1221","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Amisted","Amit_Talwar2","RT @dewindia11: @VPra52 @RaajnathSing @hsr315 @UJ1701 @AAPlogical @JTIn71 @Arv_Ga @Amit_Talwar2 @goeloverseas @rks17353 @1975Raman @khanfah…","0.00","0.00","NEGATIVE"
"Shan","s_shaanu","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Nimesh Desai","nimeshddesai","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"sujitchandran","sujitchandran","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Vishwal Patel","Vishwal2801","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"GunnerBang","vinbhak","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Sharma","SSSharma11111","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Mukesh Garg","mukeshgarg2009","It is a statement as were given for demonetization without RBI and it was altered for so many times. https://t.co/snQVVDmleq","0.50","0.50","POSITIVE"
"sumit shrivastava","sumitnda","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Commoner","luckyfresh","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"swaroop","swaroopkaimal","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"UNpopularCulture","TheRealUnPop","RT @amazingatheist: It's looking like this demonetization crisis might be coming to an end. *fingers crossed*","0.00","0.00","NEGATIVE"
"Amol Tikam","AmolTikam","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Mr. Opender Singh","PirateSingh","RT @dna: #Demonetization lingers as IIP contracts in February https://t.co/3GQD8JKlJ6","0.00","0.00","NEGATIVE"
"BQ InvestTraining","BQInvstTraining","@LongViewer Demonetization's bad, eh? Read this story in WSJ, which appeared before India's demonetization. India's… https://t.co/zCcieoi8k1","-0.70","0.67","NEGATIVE"
"rahul sharma","rahulsharma3972","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Ketan Panchal","KetPan","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Abhijeet Kumar","abhijeetkum","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Sanjeev Balda","balda_sanjeev","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Amrud Aadmi","amrud_aadmi","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Dr.Sarika Mohta","Drsarikamohta","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"avadhut","YatikY","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"sonu","soul_n_u_","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"NS Coastal Karnataka","Niru280475","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Anirudh Bengeri","anirudhbengeri","RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF","-0.32","0.30","NEGATIVE"
"Anirudh Bengeri","anirudhbengeri","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Abhinav","4BHI9","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"SRINIVASAN RANGANATH","srini0851","RT @dna: #Demonetization lingers as IIP contracts in February https://t.co/3GQD8JKlJ6","0.00","0.00","NEGATIVE"
"DNA","dna","#Demonetization lingers as IIP contracts in February https://t.co/3GQD8JKlJ6","0.00","0.00","NEGATIVE"
"Tapan Pokar","tapanpokar","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Vinod","vinodshadija","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"TweetendraWagh","TweetendraWagh","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Ignite Mind","ignite_minds","RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF","-0.32","0.30","NEGATIVE"
"Neelu Singh","neelu020793","RT @srirambjp: Greece Clarifies, Statements of DyFM reg Demonetization Oversimplified&amp; Doesnt reflect Indian Context. Hindu prints in inner…","0.00","0.00","NEGATIVE"
"priyanka sharma","SJ_Priyanka","@AMISHDEVGAN #mamta has gone crazy after demonetization","-0.60","0.90","NEGATIVE"
"Fortius Infra","FortiusInfra","RT @pinclickhomes: Discussion with Ms Sharon on impact of demonetization, how RERA will bring transparency &amp; a lot more @FortiusInfra - htt…","0.50","0.50","POSITIVE"
"राघव","cpraghav","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Ignite Mind","ignite_minds","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Yourface5555 🐸","Yourface5555","RT @amazingatheist: It's looking like this demonetization crisis might be coming to an end. *fingers crossed*","0.00","0.00","NEGATIVE"
"Ganesh","chintztoo","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"ASHUTOSH","trueindian1978","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"brett caton","bcaton2","RT @amazingatheist: It's looking like this demonetization crisis might be coming to an end. *fingers crossed*","0.00","0.00","NEGATIVE"
"Chetan Cheraivati","Nava_Hindutva","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Atulya Jha","twitatulya","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Col A K Tiwari","colkt","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Col A K Tiwari","colkt","RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF","-0.32","0.30","NEGATIVE"
"Jaymala Dhankikar","JDhankikar","RT @mahcongress: Demonetization Effect : Double Whammy : IIP (Index of Industrial Production) contracts by 1.2% &amp; CPI (Consumer Price Index…","0.00","0.00","NEGATIVE"
"Yogi Simpson","farzibanda","RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF","-0.32","0.30","NEGATIVE"
"CMPFOIndia","CMPFOIndia","RT @PiyushGoyalOffc: We believe good economics makes good politics.It's reflected in all our actions, from demonetization to transparent e-…","0.70","0.60","POSITIVE"
"IndianF1Fan","rsenthilkumar","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Sruthi Jain","JainSruthi","The only serious news ever delivered at 8 PM was by our beloved PM regarding demonetization everything else is thea… https://t.co/mpECYi02vZ","0.12","0.89","POSITIVE"
"Abee","fawked","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Ether-Harmandil","etheranmagellan","RT @amazingatheist: It's looking like this demonetization crisis might be coming to an end. *fingers crossed*","0.00","0.00","NEGATIVE"
"sjvnlimited","SjvnLimited","RT @PiyushGoyalOffc: We believe good economics makes good politics.It's reflected in all our actions, from demonetization to transparent e-…","0.70","0.60","POSITIVE"
"Vikas R S Giri","giri1990vikas","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Burnie Jarvis","BurnieJarvis","RT @amazingatheist: It's looking like this demonetization crisis might be coming to an end. *fingers crossed*","0.00","0.00","NEGATIVE"
"Lighter","Malana_stuff","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Murli","muraliks_11","RT @pGurus1: 30-min talk, crisp &amp; informative on how Demonetization has taken the cash component out of Real Estate transactions https://t.…","0.23","0.36","POSITIVE"
"Sharma","subsharma007","RT @PiyushGoyalOffc: We believe good economics makes good politics.It's reflected in all our actions, from demonetization to transparent e-…","0.70","0.60","POSITIVE"
"Darshan Amin","iDarshanAmin","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"BAMBAM KUMAR","kumarbambam","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"V-Revolticon","VRevolticon","RT @amazingatheist: It's looking like this demonetization crisis might be coming to an end. *fingers crossed*","0.00","0.00","NEGATIVE"
"Yogendra Singh","iityogendra","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Azurus Dracon","AzurusDracon","RT @amazingatheist: It's looking like this demonetization crisis might be coming to an end. *fingers crossed*","0.00","0.00","NEGATIVE"
"Rohitash Tak","Rohitash19","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Dushyant Gelot","dushyantgelot","RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF","-0.32","0.30","NEGATIVE"
"Vaibhav Gupta","vaibhavg10","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Vikrant Chauhan","vikrant_chauhan","RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF","-0.32","0.30","NEGATIVE"
"who","sueAHside","RT @amazingatheist: It's looking like this demonetization crisis might be coming to an end. *fingers crossed*","0.00","0.00","NEGATIVE"
"Vikrant Chauhan","vikrant_chauhan","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"LolmLol","LOLiyapa","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Manish Nandal","manishnandal786","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"MrMittens","the_masked_cat","RT @amazingatheist: It's looking like this demonetization crisis might be coming to an end. *fingers crossed*","0.00","0.00","NEGATIVE"
"Amchi Mumbai","MumbaiAmchi","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Wolf of 1000","W1Kilo","RT @amazingatheist: It's looking like this demonetization crisis might be coming to an end. *fingers crossed*","0.00","0.00","NEGATIVE"
"nisargdev yagnik","nisargdev","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Luke Tefft","demonseye22","RT @amazingatheist: It's looking like this demonetization crisis might be coming to an end. *fingers crossed*","0.00","0.00","NEGATIVE"
"TJ KIRK","amazingatheist","It's looking like this demonetization crisis might be coming to an end. *fingers crossed*","0.00","0.00","NEGATIVE"
"Rahul","rahultiwari9883","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Raghu Aiyar","RaghuAiyar","RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF","-0.32","0.30","NEGATIVE"
"Rohit Ranjan","RohitR_1994","RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF","-0.32","0.30","NEGATIVE"
"PKAY","praashantkul","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Dewang Ganatra","RetardedHurt","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Nit Pre","champ7490","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Retweet Wale Baba","retweetkrengeab","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Rohit Ranjan","RohitR_1994","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Rishabh Vedant","RishabhVedant","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Harsimrat Kaur","HarsimratTweets","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Rishabh Vedant","RishabhVedant","RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF","-0.32","0.30","NEGATIVE"
"atul","AtulMohan2","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"manish jadav","jadav_m","RT @_YogendraYadav: Good news: Mr RBI Gov can speak!
Did anyone hear him speak on loan waiver for corporates? 
Or on demonetization?
https:…","0.88","0.60","POSITIVE"
"Purnendu Singh","PurnenduSingh33","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Rahul Kilam","KilamRahul","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Do it","kl1208sharma","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"ಗಿರೀಶ್ 🐦","apthamitra","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Ritesh 🇮🇳","Sachislife","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Raghu Aiyar","RaghuAiyar","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Setul","Setul","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Dr Naturals Icecream","hitlerbai","RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF","-0.32","0.30","NEGATIVE"
"praveen kumar","250praveen","RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF","-0.32","0.30","NEGATIVE"
"AjEeT","AjEeTj_20","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"अतुल","amz360","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"HanuMan","hannulamani","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Journal Entry","abhility","RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF","-0.32","0.30","NEGATIVE"
"Arijit Saha","BaBaKiGuFaa","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Monty chadha","monty_chadha","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"abhishek kumar shaw","abhishekshaww","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Rahul Modi","RahulModi_","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Sanjay Singh","SanjayS62023183","RT @mahcongress: Demonetization Effect : Double Whammy : IIP (Index of Industrial Production) contracts by 1.2% &amp; CPI (Consumer Price Index…","0.00","0.00","NEGATIVE"
"राकेश रंजन","Raka_Noodle","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Antidot💉🌡","Shail3d","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"जय श्री राम 🏹","Sunil_Kashmir","RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF","-0.32","0.30","NEGATIVE"
"MD","celestemay17","RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF","-0.32","0.30","NEGATIVE"
"Aditya Keskar","Aditya27k","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"AjEeT","AjEeTj_20","RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF","-0.32","0.30","NEGATIVE"
"Ritesh Serene","RiteshSerene","@joshenoy Finance Minister doesn't give a damn to these plights. Be it demonetization's implementation failure, or… https://t.co/ixM8oEG44h","-0.32","0.30","NEGATIVE"
"Wanderer","outofdaworld","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Still_learning","Stilllearning82","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Ashutosh Jha","ashutoshjha7771","@narendramodi Take a test of temporary full demonetization in #J&amp;K. For three months ban physical currency in Jammu and Kashmir. (1/2)","0.17","0.35","POSITIVE"
"Rahul Roushan","rahulroushan","Demonetization was failure https://t.co/TAEYsN4yBF","-0.32","0.30","NEGATIVE"
"Narendra Modi","narendramodirss","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"भागल फेसबुकिया","BUnlimted","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Hardik pola","hardik_pola","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Ashutosh Jha","ashutoshjha7771","Take a test of temporary full demonetization in #J&amp;K. For three months ban physical currency in Jammu and Kashmir.","0.17","0.35","POSITIVE"
"Wolfgang","VickyDoshi3","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"dharmsinha","dharmsinha","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Arjun","myloud_speaker","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"sunil vishwakarma","sunilvish12","RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath…","0.75","0.95","POSITIVE"
"Rahul Roushan","rahulroushan","By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath was right choice.","0.52","0.74","POSITIVE"
"Dhruv Bhimrajka","dhruvbhim","RT @PiyushGoyalOffc: We believe good economics makes good politics.It's reflected in all our actions, from demonetization to transparent e-…","0.70","0.60","POSITIVE"
"Amitabha Bandyopadhy","abandopa","@IncRahamathulla @ShashiTharoor @Inshal07 Gain from demonetization 5400 crore, facial expression of @arunjaitley pr… https://t.co/WPETfEAshA","0.00","0.00","NEGATIVE"
"Smaulgld","Smaulgld","Indian #Silver Imports Fail To Improve Post Demonetization https://t.co/ZlWSy8faXg #podcasts","-0.50","0.30","NEGATIVE"
"DNA","dna","#Demonetization lingers as #IIP contracts in February https://t.co/3GQD8JKlJ6","0.00","0.00","NEGATIVE"
"Deep Ghosh","DeepG_WCIS","#DEMONETIZATION EFFECT ON #REALESTED
https://t.co/FU4g5RNwAm https://t.co/J0QDgAABMU","0.00","0.00","NEGATIVE"
"GreyLocke/Mark","txfellowship","InRangeTV - YouTube demonetization &amp; Patreon - VLOG - Update 1 https://t.co/Cew2obBhX2","0.00","0.00","NEGATIVE"
"Tilak Chouhan","Tolerant_Tilak","RT @PiyushGoyalOffc: We believe good economics makes good politics.It's reflected in all our actions, from demonetization to transparent e-…","0.70","0.60","POSITIVE"
"Indistart","indistart","HOW DEMONETIZATION IS A BONANZA FOR INDIAN STARTUP ECOSYSTEM https://t.co/mYQaY75Uwe #StartUp","0.00","0.00","NEGATIVE"
"Meena Singh","meena7099","RT @PiyushGoyalOffc: We believe good economics makes good politics.It's reflected in all our actions, from demonetization to transparent e-…","0.70","0.60","POSITIVE"
"ASHISH SINGH","AshishSinghAME","RT @PiyushGoyalOffc: We believe good economics makes good politics.It's reflected in all our actions, from demonetization to transparent e-…","0.70","0.60","POSITIVE"
"National Clown","JTIn71","RT @dewindia11: @VPra52 @RaajnathSing @hsr315 @UJ1701 @AAPlogical @JTIn71 @Arv_Ga @Amit_Talwar2 @goeloverseas @rks17353 @1975Raman @khanfah…","0.00","0.00","NEGATIVE"
"Sheenu Gupta","SheenuDr","@puram_politics @sanjayuvacha Rahul Gandhi infact even predicted &amp; cautioned against policy fiasco like demonetizat… https://t.co/jPVXmgolyl","0.00","0.00","NEGATIVE"
"Navkender Singh","navkendar_IDC","RT @analyseasia: Hear @navkendar_IDC describe the rationale why the #India government has decided to proceed with #demonetization https://t…","0.00","0.00","NEGATIVE"
"Vinay Prasad","VPra52","RT @dewindia11: @VPra52 @RaajnathSing @hsr315 @UJ1701 @AAPlogical @JTIn71 @Arv_Ga @Amit_Talwar2 @goeloverseas @rks17353 @1975Raman @khanfah…","0.00","0.00","NEGATIVE"
